caso_id,cat,outcome_actual,tomo,n_matches,apertura_rel,ventana,len_bloque,idx_actual,var_actual,firma_actual,ctx_actual,idx_A,var_A,firma_A,ctx_A,idx_C,var_C,ctx_C,idx_Cref,var_Cref,firma_Cref,A_distinto,C_distinto,Cref_distinto,ultimo_tiene_firma
338_p1060,A1,otro,338,3,253,253-934,934,393,en_consecuencia,False,"En consecuencia, dice, la citada Comisión se circunscribió al estu­",925,por_ello,True,"Por ello, concordemente con lo dictaminado por la señora Procu­",925,por_ello,"Por ello, concordemente con lo dictaminado por la señora Procu­",925,por_ello,True,True,True,True,True
338_p1477,A1,otro,338,4,21,21-616,616,396,en_consecuencia,False,"En consecuencia, es posible sostener que con independencia de la",590,por_ello,True,"Por ello, se declara mal concedido el recurso ordinario deducido",590,por_ello,"Por ello, se declara mal concedido el recurso ordinario deducido",590,por_ello,True,True,True,True,True
338_p962,A1,otro,338,3,593,593-1196,1196,761,por_ello,False,"Por ello, enfatiza que esta disposición se encuentra lisa y llanamen­",1175,por_ello,True,"Por ello, concordemente con lo dictaminado por la señora Procu­",1175,por_ello,"Por ello, concordemente con lo dictaminado por la señora Procu­",761,por_ello,False,True,True,False,True
338_p1258,A1,otro,338,3,187,187-694,717,526,en_consecuencia,False,"En consecuencia, a diferencia de lo afirmado por la cámara, no",680,por_todo_lo_exp,True,"Por todo lo expuesto, oída la señora Procuradora Fiscal y en uso de",663,en_consecuencia,"En consecuencia, frente a la denegación de un requerimiento, la",663,en_consecuencia,True,True,True,True,True
338_p1216,A1,otro,338,3,552,552-1286,1286,1020,en_consecuencia,False,"En consecuencia, la disposición examinada soslaya el importante",1206,por_ello,False,"Por ello, oída la señora Procuradora General de la Nación, se",,,,1106,por_ello,False,True,sin_match_C,True,False
338_p1156,A1,otro,338,2,311,311-589,589,493,en_consecuencia,False,"En consecuencia, como lo ha señalado la señora Procuradora Fis­",567,por_ello,True,"Por ello, y oída la señora Procuradora Fiscal, se desestima el recur­",567,por_ello,"Por ello, y oída la señora Procuradora Fiscal, se desestima el recur­",567,por_ello,True,True,True,True,True
338_p1149,A1,otro,338,2,180,180-244,244,196,atento_a,False,Atento a que se encontraban comprometidos los intereses de la,235,por_ello,True,"Por ello, de conformidad con lo dictaminado por el señor Procu­",235,por_ello,"Por ello, de conformidad con lo dictaminado por el señor Procu­",235,por_ello,True,True,True,True,True
339_p569,A1,otro,339,2,271,271-514,514,425,en_consecuencia,False,"En consecuencia, corresponde determinar en primer lugar, la su­",493,por_ello,True,"Por ello, y concordemente con lo dictaminado por la señora Pro­",493,por_ello,"Por ello, y concordemente con lo dictaminado por la señora Pro­",493,por_ello,True,True,True,True,True
339_p290,A1,otro,339,2,209,209-360,360,221,en_consecuencia,False,"En consecuencia, condenó a dicha entidad –a la que la actora se halla",338,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que­",338,por_ello,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que­",338,por_ello,True,True,True,True,True
339_p566,A1,otro,339,2,18,18-101,101,54,en_consecuencia,False,"En consecuencia, corresponde intimar a la Provincia de Santa Fe",69,por_ello,True,"Por ello, se resuelve: I. Intimar a la Provincia de Santa Fe para",69,por_ello,"Por ello, se resuelve: I. Intimar a la Provincia de Santa Fe para",69,por_ello,True,True,True,True,True
339_p827,A1,otro,339,3,326,326-552,552,414,en_consecuencia,False,"En consecuencia, cabe concluir que el hecho de que la información",535,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",535,por_ello,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",535,por_ello,True,True,True,True,True
339_p927,A3,otro,339,1,9,9-99,99,24,por_ello,False,"Por ello, se resuelve disponer que por Secretaría se soliciten los",24,por_ello,False,"Por ello, se resuelve disponer que por Secretaría se soliciten los",,,,24,por_ello,False,False,sin_match_C,False,False
339_p444,A3,otro,339,2,37,37-359,359,134,en_consecuencia,False,"En consecuencia, al ser el Tribunal el juez del recurso, correspon­",324,por_ello,True,"Por ello, se declara mal concedido el recurso ordinario de apela­",324,por_ello,"Por ello, se declara mal concedido el recurso ordinario de apela­",324,por_ello,True,True,True,True,True
339_p599,A3,otro,339,1,115,115-125,125,123,por_ello,False,"Por ello, de conformidad con el referido dictamen y con el del",123,por_ello,False,"Por ello, de conformidad con el referido dictamen y con el del",,,,123,por_ello,False,False,sin_match_C,False,False
339_p115,A1,otro,339,2,238,238-406,426,316,en_consecuencia,False,"En consecuencia, califica la decisión apelada de invasión sobre la",399,por_ello,True,"Por ello, y lo concordemente dictaminado por la señora Procurado­",399,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procurado­",399,por_ello,True,True,True,True,True
339_p260,A1,otro,339,2,44,44-289,289,187,en_consecuencia,False,"En consecuencia, los actos administrativos impugnados en el sub",247,por_ello,True,"Por ello, se declara mal concedido el recurso ordinario de apela­",247,por_ello,"Por ello, se declara mal concedido el recurso ordinario de apela­",247,por_ello,True,True,True,True,True
339_p1423,A1,otro,339,2,305,305-523,523,384,por_todo_lo_exp,False,"Por todo lo expuesto, la recurrente concluye que la sentencia ape­",506,por_ello,True,"Por ello, concordemente con lo dictaminado por el señor Procu­",506,por_ello,"Por ello, concordemente con lo dictaminado por el señor Procu­",506,por_ello,True,True,True,True,True
339_p1720,A2,desestima,339,1,7,7-38,38,36,por_ello,False,"Por ello, se desestima el recurso de hecho planteado. Declárase",36,por_ello,False,"Por ello, se desestima el recurso de hecho planteado. Declárase",,,,36,por_ello,False,False,sin_match_C,False,False
339_p1077,A1,otro,339,2,832,832-1805,3674,1426,en_consecuencia,False,"En consecuencia, debe distinguirse entre el ejercicio del control",1781,por_ello,True,"Por ello, y habiendo dictaminado la señora Procuradora General",1781,por_ello,"Por ello, y habiendo dictaminado la señora Procuradora General",1781,por_ello,True,True,True,True,True
339_p1172,A1,otro,339,2,263,263-629,629,315,en_consecuencia,False,"En consecuencia, solicitó que se declare la improcedencia de la",603,por_ello,True,"Por ello, y concordemente con lo dictaminado por la señora Pro­",603,por_ello,"Por ello, y concordemente con lo dictaminado por la señora Pro­",603,por_ello,True,True,True,True,True
340_p257,A3,otro,340,3,386,386-1212,3460,742,de_conformidad,False,"De conformidad con ello, el Honorable Congreso de la Nación de­",1199,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se declara procedente",1199,por_ello,"Por ello, oída la señora Procuradora Fiscal, se declara procedente",946,por_ello,False,True,True,True,True
340_p493,A1,otro,340,3,121,121-555,886,374,atento_a,False,"atento a que la Constitución es una estructura coherente y, por lo",548,por_ello,True,"Por ello, corresponde declarar procedente el recurso extraordina­",548,por_ello,"Por ello, corresponde declarar procedente el recurso extraordina­",548,por_ello,True,True,True,True,True
340_p737,A2,competencia,340,1,55,55-62,62,58,por_los_fund,False,Por los fundamentos y conclusiones del dictamen del señor Procu­,58,por_los_fund,False,Por los fundamentos y conclusiones del dictamen del señor Procu­,,,,58,por_los_fund,False,False,sin_match_C,False,False
340_p47,A1,otro,340,2,325,325-634,987,402,de_conformidad,False,"de conformidad con su competencia, la sentencia dictada por la Cor­",625,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora General, se",625,por_ello,"Por ello, habiendo dictaminado la señora Procuradora General, se",625,por_ello,True,True,True,True,True
340_p1480,A1,otro,340,1,504,504-906,906,668,en_consecuencia,False,"En consecuencia, la alegada improcedencia de la acción por parte",668,en_consecuencia,False,"En consecuencia, la alegada improcedencia de la acción por parte",,,,,,,False,sin_match_C,sin_match_Cref,False
340_p1795,A3,otro,340,3,1038,1038-1988,3551,1944,por_estas_razones,False,"Por estas razones, la disposición 45/09 debe ser declarada incons-",1982,en_consecuencia,True,"en consecuencia, de las prácticas religiosas tal como se han venido",1977,por_ello,"Por ello, habiendo dictaminado el señor Procurador Fiscal, se de-",1977,por_ello,True,True,True,True,True
340_p1663,A1,otro,340,3,76,76-323,323,210,por_ello,False,"Por ello, el juez, en su carácter de director del proceso, debe apre-",304,por_ello,True,"Por ello, se hace lugar a la queja, se declara procedente el recurso",304,por_ello,"Por ello, se hace lugar a la queja, se declara procedente el recurso",210,por_ello,False,True,True,False,True
340_p1581,A1,otro,340,2,96,96-291,474,148,por_estas_razones,False,"Por estas razones, concluyó que el régimen establecido en el re-",279,por_ello,True,"Por ello, se declaran procedentes los recursos extraordinarios,",279,por_ello,"Por ello, se declaran procedentes los recursos extraordinarios,",279,por_ello,True,True,True,True,True
340_p1213,A3,otro,340,1,469,469-536,536,530,por_ello,False,Por ello y lo concordemente dictaminado por la señora Procura-,530,por_ello,False,Por ello y lo concordemente dictaminado por la señora Procura-,,,,530,por_ello,False,False,sin_match_C,False,False
340_p1756,A1,otro,340,4,337,337-660,692,427,por_ello,False,"Por ello, más allá de los imprecisos términos en que fue concedido,",653,por_ello,True,"Por ello, oída la señora Procuradora General de la Nación, se des-",653,por_ello,"Por ello, oída la señora Procuradora General de la Nación, se des-",427,por_ello,False,True,True,False,True
340_p1259,A1,otro,340,2,20,20-121,139,54,por_ello,False,"Por ello estableció “una indemnización, teniendo en consideración",108,por_ello,True,"Por ello, se hace lugar a la queja, se declara procedente el recurso",108,por_ello,"Por ello, se hace lugar a la queja, se declara procedente el recurso",54,por_ello,False,True,True,False,True
341_p696,A1,otro,341,3,83,83-226,226,115,por_lo_expuesto,False,"Por lo expuesto en el considerando anterior, tal imperativo no fue ob­",193,por_ello,True,"Por ello, oída la señora Procuradora Fiscal subrogante, se declara",182,en_consecuencia,"En consecuencia, y siendo ello así, si bien la Corte tiene la facultad",182,en_consecuencia,True,True,True,True,True
341_p180,A1,otro,341,2,128,128-860,860,500,en_consecuencia,False,"En consecuencia, será decisiva en el caso la prueba producida, en",846,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",846,por_ello,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",846,por_ello,True,True,True,True,True
341_p336,A3,otro,341,4,2261,2261-2741,3155,2586,por_ello,False,"Por ello, corresponde declarar improcedente el recurso extraordi­",2720,por_ello,True,"Por ello, oído el señor Procurador Fiscal, se resuelve:",2720,por_ello,"Por ello, oído el señor Procurador Fiscal, se resuelve:",2586,por_ello,False,True,True,False,True
341_p54,A1,otro,341,2,171,171-654,696,488,en_consecuencia,False,"en consecuencia, la dejan al margen del estándar definido por este Tri­",648,por_todo_lo_exp,True,Por todo lo expuesto y de conformidad con lo dictaminado por la,648,por_todo_lo_exp,Por todo lo expuesto y de conformidad con lo dictaminado por la,648,por_todo_lo_exp,True,True,True,True,True
341_p1869,A1,otro,341,2,581,581-1218,2145,907,de_conformidad,False,de conformidad con el estándar de arbitrariedad fijado hace más de,1212,por_ello,True,"Por ello, y de conformidad en lo pertinente con lo dictaminado por",1212,por_ello,"Por ello, y de conformidad en lo pertinente con lo dictaminado por",1212,por_ello,True,True,True,True,True
341_p1717,A1,otro,341,2,98,98-396,396,268,en_consecuencia,False,"En consecuencia, la decisión impugnada desatendió los agra­",357,por_ello,True,"Por ello, se resuelve hacer lugar a la queja, declarar procedente",357,por_ello,"Por ello, se resuelve hacer lugar a la queja, declarar procedente",357,por_ello,True,True,True,True,True
341_p1485,A1,otro,341,2,65,65-403,678,325,en_consecuencia,False,"En consecuencia, resulta improcedente la pretensión de que se re­",396,por_ello,True,"Por ello, se confirma la sentencia apelada con el alcance indica­",396,por_ello,"Por ello, se confirma la sentencia apelada con el alcance indica­",396,por_ello,True,True,True,True,True
341_p2015,A2,procedente,341,1,161,161-171,171,169,por_ello,False,"Por ello, se declara procedente el recurso extraordinario y se",169,por_ello,False,"Por ello, se declara procedente el recurso extraordinario y se",,,,169,por_ello,False,False,sin_match_C,False,False
341_p1924,A1,otro,341,2,209,209-677,1635,628,de_conformidad,False,de conformidad con la protección especial que ha otorgado la Ley Fun­,654,por_ello,True,"Por ello, el Tribunal resuelve:",654,por_ello,"Por ello, el Tribunal resuelve:",654,por_ello,True,True,True,True,True
341_p1768,A1,otro,341,4,567,567-1698,3035,975,por_ello,False,"Por ello, si la Corte Suprema ha sostenido desde antaño que las",1690,por_ello,True,"Por ello, habiendo dictaminado la Procuración General de la Na­",1690,por_ello,"Por ello, habiendo dictaminado la Procuración General de la Na­",975,por_ello,False,True,True,False,True
341_p1733,A3,otro,341,2,617,617-1206,1206,1077,en_consecuencia,False,"En consecuencia, la declaración de nulidad de todo el procedimien­",1175,por_ello,True,"Por ello, oída la señora Procuradora Fiscal subrogante ante esta",1175,por_ello,"Por ello, oída la señora Procuradora Fiscal subrogante ante esta",1175,por_ello,True,True,True,True,True
342_p287,A1,otro,342,4,563,563-1326,2193,710,en_consecuencia,False,"En consecuencia, la previsión contenida en el artículo 2°, inciso",1309,por_ello,True,"Por ello, concordemente a lo dictaminado por la señora Procura­",1309,por_ello,"Por ello, concordemente a lo dictaminado por la señora Procura­",1309,por_ello,True,True,True,True,True
342_p1017,A1,otro,342,2,27,27-127,239,54,por_ello,False,por ello resultaba responsable en los términos del art. 1074 del Có­,115,por_ello,True,"Por ello, se desestima la queja interpuesta por Provincia ART S.A.,",115,por_ello,"Por ello, se desestima la queja interpuesta por Provincia ART S.A.,",54,por_ello,False,True,True,False,True
342_p126,A3,otro,342,1,295,295-644,644,547,por_ello,False,"Por ello, oída en esta instancia la señora Procuradora Fiscal, sin",547,por_ello,False,"Por ello, oída en esta instancia la señora Procuradora Fiscal, sin",,,,547,por_ello,False,False,sin_match_C,False,False
342_p1252,A1,otro,342,2,185,185-361,361,222,de_conformidad,False,de conformidad con lo establecido por el art. 3841 del Código Civil de la,345,por_ello,True,"Por ello, oída la señora Procuradora Fiscal subrogante, se declara",345,por_ello,"Por ello, oída la señora Procuradora Fiscal subrogante, se declara",345,por_ello,True,True,True,True,True
342_p697,A3,otro,342,2,473,473-1160,1350,947,en_consecuencia,False,"En consecuencia, no procede la declaración de inconstitucionali­",1153,por_todo_lo_exp,True,"Por todo lo expuesto, y habiendo dictaminado el señor Procurador",1153,por_todo_lo_exp,"Por todo lo expuesto, y habiendo dictaminado el señor Procurador",1153,por_todo_lo_exp,True,True,True,True,True
342_p39,A1,otro,342,2,36,36-134,134,63,por_ello,False,"Por ello, y de acuerdo con lo normado por el art. 2340, inc. 7° del",120,por_ello,True,"Por ello, se hace lugar a la queja, se declara procedente el recurso",120,por_ello,"Por ello, se hace lugar a la queja, se declara procedente el recurso",63,por_ello,False,True,True,False,True
342_p853,A1,otro,342,2,51,51-261,261,90,en_consecuencia,False,En consecuencia ordenó la suspensión inmediata de los efectos de la,223,por_ello,True,"Por ello, se hace lugar a la queja, se declara procedente el re­",223,por_ello,"Por ello, se hace lugar a la queja, se declara procedente el re­",223,por_ello,True,True,True,True,True
342_p917,A1,otro,342,4,253,253-1070,2112,639,en_consecuencia,False,"En consecuencia, la reglamentación específica y la práctica par­",1058,por_ello,True,"Por ello, se resuelve: I) Rechazar la demanda interpuesta por",1058,por_ello,"Por ello, se resuelve: I) Rechazar la demanda interpuesta por",1058,por_ello,True,True,True,True,True
342_p343,A1,otro,342,4,711,711-1834,2753,899,en_merito,False,En mérito a lo expuesto no puede desconocérsele el palmario con­,1824,por_ello,True,"Por ello, concordemente con lo dictaminado por la señora Procu­",1824,por_ello,"Por ello, concordemente con lo dictaminado por la señora Procu­",1824,por_ello,True,True,True,True,True
342_p1203,A1,otro,342,2,436,436-987,987,595,en_consecuencia,False,"en consecuencia, rechazó la acción de amparo.",968,por_ello,True,"Por ello, de conformidad con lo dictaminado por la señora Procu­",968,por_ello,"Por ello, de conformidad con lo dictaminado por la señora Procu­",968,por_ello,True,True,True,True,True
342_p643,A3,otro,342,1,14,14-53,53,52,por_ello,False,"Por ello, se admite el recurso de fs. 39/41 y se deja sin efecto la de­",52,por_ello,False,"Por ello, se admite el recurso de fs. 39/41 y se deja sin efecto la de­",,,,52,por_ello,False,False,sin_match_C,False,False
342_p633,A3,otro,342,2,109,109-367,367,295,en_consecuencia,False,"En consecuencia, corresponde rechazar la demanda.",347,por_ello,True,"Por ello, y habiendo intervenido la señora Procuradora Fiscal su­",347,por_ello,"Por ello, y habiendo intervenido la señora Procuradora Fiscal su­",347,por_ello,True,True,True,True,True
342_p411,A1,otro,342,4,592,592-1150,1929,698,en_consecuencia,False,"En consecuencia, la cuestión federal planteada por la Adminis­",1145,de_conformidad,True,"de conformidad con lo prescripto en la acordada 47/91. Notifíquese y,",1120,por_todo_lo_exp,"Por todo lo expuesto, y oída la señora Procuradora Fiscal en la cau­",850,por_ello,False,True,True,True,True
342_p584,A1,otro,342,2,148,148-869,869,312,por_todo_lo_exp,False,"Por todo lo expuesto, concluyó que la decisión de la corte provin­",850,por_ello,True,"Por ello, corresponde:",850,por_ello,"Por ello, corresponde:",850,por_ello,True,True,True,True,True
342_p2136,A1,otro,342,4,110,110-599,738,221,en_consecuencia,False,en consecuencia.,565,por_ello,True,"Por ello, se resuelve:",565,por_ello,"Por ello, se resuelve:",565,por_ello,True,True,True,True,True
342_p1404,A1,otro,342,2,119,119-303,303,247,en_consecuencia,False,"En consecuencia, esta Corte establecerá como monto indemniza­",279,por_ello,True,"Por ello, se decide: Hacer lugar a la demanda seguida por la Di­",279,por_ello,"Por ello, se decide: Hacer lugar a la demanda seguida por la Di­",279,por_ello,True,True,True,True,True
342_p2344,A1,otro,342,3,113,113-658,732,569,en_consecuencia,False,"En consecuencia, si bien es cierto que la Corte Suprema solo de­",646,por_lo_expuesto,True,"Por lo expuesto, oído el señor Procurador General de la Nación",646,por_lo_expuesto,"Por lo expuesto, oído el señor Procurador General de la Nación",646,por_lo_expuesto,True,True,True,True,True
342_p1591,A1,otro,342,2,143,143-461,873,379,en_merito,False,"En mérito a lo expuesto, en esta evaluación inaugural del caso, la",451,por_ello,True,Por ello se resuelve: I. Declarar que la presente causa correspon­,451,por_ello,Por ello se resuelve: I. Declarar que la presente causa correspon­,451,por_ello,True,True,True,True,True
342_p1665,A3,otro,342,2,689,689-1197,2827,935,en_consecuencia,False,"En consecuencia, en la presente causa se suscita un conflicto en­",1185,por_ello,True,"Por ello, oída la señora Procuradora General, se declara inofi­",1185,por_ello,"Por ello, oída la señora Procuradora General, se declara inofi­",1185,por_ello,True,True,True,True,True
342_p1847,A3,otro,342,1,119,119-1077,1339,1069,por_todo_lo_exp,False,"Por todo lo expuesto, y oído el señor Procurador General subrogan­",1069,por_todo_lo_exp,False,"Por todo lo expuesto, y oído el señor Procurador General subrogan­",,,,,,,False,sin_match_C,sin_match_Cref,False
342_p1327,A1,otro,342,4,81,81-234,326,135,en_consecuencia,False,"En consecuencia, cabe sostener prima facie que los hechos de­",226,por_ello,True,"Por ello, y de conformidad con lo dictaminado por el señor Procu­",191,en_consecuencia,"En consecuencia, la visión del Tribunal, en casos de afectación,",191,en_consecuencia,True,True,True,True,True
342_p1620,A1,otro,342,2,38,38-195,195,137,en_consecuencia,False,"En consecuencia, es indiscutible que los vicios endilgados solo",177,por_ello,True,"Por ello, se hace lugar a la queja, se declara procedente el recurso",177,por_ello,"Por ello, se hace lugar a la queja, se declara procedente el recurso",177,por_ello,True,True,True,True,True
342_p2009,A1,otro,342,3,765,765-1368,1703,1040,por_ello,False,"Por ello, teniendo en cuenta el momento en que se produjo el fa­",1356,por_ello,True,"Por ello, y concordemente con lo dictaminado por la señora Pro­",1356,por_ello,"Por ello, y concordemente con lo dictaminado por la señora Pro­",1040,por_ello,False,True,True,False,True
342_p2256,A1,otro,342,2,247,247-678,1527,435,en_consecuencia,False,en consecuencia ser interpretadas las normas de aquella de modo que,667,por_ello,True,"Por ello, y de conformidad con lo dictaminado por la señora Procu­",667,por_ello,"Por ello, y de conformidad con lo dictaminado por la señora Procu­",667,por_ello,True,True,True,True,True
342_p1938,A3,otro,342,2,1192,1192-1371,2922,1319,por_estas_razones,False,"Por estas razones, se debe revocar la sentencia apelada en este punto.",1350,por_ello,True,"Por ello, de conformidad -en lo pertinente- con lo dictaminado por",1350,por_ello,"Por ello, de conformidad -en lo pertinente- con lo dictaminado por",1350,por_ello,True,True,True,True,True
343_p603,A1,otro,343,2,185,185-726,839,638,en_consecuencia,False,"En consecuencia, una comprensión amplia de la compleja situa­",689,por_ello,True,"Por ello, en atención al estado de las presentes actuaciones se",689,por_ello,"Por ello, en atención al estado de las presentes actuaciones se",689,por_ello,True,True,True,True,True
343_p396,A1,otro,343,2,194,194-424,591,286,en_consecuencia,False,"En consecuencia, el tema a decidir en el presente es el criterio de",407,por_ello,True,"Por ello, en atención al estado de las presentes actuaciones se",407,por_ello,"Por ello, en atención al estado de las presentes actuaciones se",407,por_ello,True,True,True,True,True
343_p283,A1,otro,343,2,277,277-663,663,588,en_consecuencia,False,"En consecuencia, el pleito corresponde al conocimiento de los jue­",645,por_ello,True,"Por ello, y oído el señor Procurador Fiscal de la Nación, se resuel­",645,por_ello,"Por ello, y oído el señor Procurador Fiscal de la Nación, se resuel­",645,por_ello,True,True,True,True,True
343_p373,A1,otro,343,2,160,160-412,637,251,en_consecuencia,False,"En consecuencia, el tema a decidir en el presente es el criterio de",399,por_ello,True,"Por ello, en atención al estado de las presentes actuaciones se",399,por_ello,"Por ello, en atención al estado de las presentes actuaciones se",399,por_ello,True,True,True,True,True
343_p38,A1,otro,343,2,24,24-115,115,37,de_conformidad,False,de conformidad con lo previsto en la cláusula undécima del pacto de,100,por_ello,True,"Por ello, se resuelve hacer lugar a la queja, declarar procedente",100,por_ello,"Por ello, se resuelve hacer lugar a la queja, declarar procedente",100,por_ello,True,True,True,True,True
343_p195,A1,otro,343,5,874,874-2388,2733,966,por_todo_ello,False,"Por todo ello, solicita la habilitación de días y horas inhábiles en",2379,por_ello,True,"Por ello, y habiendo dictaminado el señor Procurador General de",1466,por_todo_lo_exp,"Por todo lo expuesto, la cuestión sobre el carácter presencial o re­",1466,por_todo_lo_exp,True,True,True,True,True
343_p140,A3,otro,343,2,297,297-548,548,410,por_ello,False,"Por ello, la revisión judicial en juego, por ser la más delicada de las",534,por_ello,True,"Por ello, y concordemente con lo dictaminado por la señora Pro­",534,por_ello,"Por ello, y concordemente con lo dictaminado por la señora Pro­",410,por_ello,False,True,True,False,True
343_p726,A3,otro,343,1,260,260-537,537,478,por_ello,False,"Por ello, de conformidad con lo dictaminado por la señora Procura­",478,por_ello,False,"Por ello, de conformidad con lo dictaminado por la señora Procura­",,,,478,por_ello,False,False,sin_match_C,False,False
343_p930,A2,originaria,343,1,82,82-301,301,255,por_ello,False,"Por ello, y sin perjuicio de lo que en definitiva se decida respecto",255,por_ello,False,"Por ello, y sin perjuicio de lo que en definitiva se decida respecto",,,,255,por_ello,False,False,sin_match_C,False,False
343_p1181,A1,otro,343,1,508,508-991,991,750,por_todo_ello,False,"Por todo ello, cabe concluir que “se está dejando de considerar",750,por_todo_ello,False,"Por todo ello, cabe concluir que “se está dejando de considerar",,,,,,,False,sin_match_C,sin_match_Cref,False
343_p1259,A1,otro,343,2,385,385-662,748,579,por_ello,False,"Por ello, menos aún puede argumentarse que dicho instrumento",654,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se desestima el recur­",654,por_ello,"Por ello, oída la señora Procuradora Fiscal, se desestima el recur­",579,por_ello,False,True,True,False,True
343_p2280,A1,otro,343,4,744,744-1329,2266,780,en_consecuencia,False,"en consecuencia, se aduce que “la participación de los encartados fue",1320,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora General",1320,por_ello,"Por ello, habiendo dictaminado la señora Procuradora General",1229,por_ello,False,True,True,True,True
343_p1457,A3,otro,343,2,2022,2022-4355,5286,3352,por_ello,False,"Por ello, oído el señor Procurador General de la Nación interino,",4325,por_ello,True,"Por ello, oído el señor Procurador General, se resuelve:",4325,por_ello,"Por ello, oído el señor Procurador General, se resuelve:",3352,por_ello,False,True,True,False,True
343_p2211,A1,otro,343,4,645,645-1281,1281,823,en_consecuencia,False,"En consecuencia, en la presente causa se suscita un conflicto en­",1268,por_ello,True,"Por ello, y habiendo dictaminado el señor Procurador Fiscal, se",1268,por_ello,"Por ello, y habiendo dictaminado el señor Procurador Fiscal, se",1268,por_ello,True,True,True,True,True
343_p1784,A1,otro,343,2,52,52-167,265,66,en_consecuencia,False,"en consecuencia, hizo lugar a la acción entablada por Rosa Argentina",158,por_ello,True,"Por ello, se hace lugar a la queja, se declara procedente el recurso",158,por_ello,"Por ello, se hace lugar a la queja, se declara procedente el recurso",158,por_ello,True,True,True,True,True
343_p1738,A1,otro,343,2,298,298-489,489,435,en_consecuencia,False,"en consecuencia dictada por autoridad jurisdiccional extranjera,",466,por_lo_expuesto,True,"Por lo expuesto, de conformidad en lo pertinente con lo dictamina­",466,por_lo_expuesto,"Por lo expuesto, de conformidad en lo pertinente con lo dictamina­",466,por_lo_expuesto,True,True,True,True,True
343_p1923,A1,otro,343,2,12,12-205,205,49,de_conformidad,False,"De conformidad con lo dispuesto por el art. 21, inc. 1º, de la ley 24.522-",192,por_ello,True,"Por ello, por mayoría, se resuelve: I.- Declarar que es esta Corte",192,por_ello,"Por ello, por mayoría, se resuelve: I.- Declarar que es esta Corte",192,por_ello,True,True,True,True,True
343_p2087,A1,otro,343,3,64,64-267,300,150,en_consecuencia,False,"En consecuencia, si el agravio invocado como sustento de la pre­",261,por_ello,True,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal, se",232,por_ello,"Por ello, cuando la Corte ha exigido que la acción entablada “verse",232,por_ello,True,True,True,True,True
344_p81,A1,otro,344,2,577,577-859,859,699,por_todo_ello,False,"Por todo ello, el agravio planteado prescinde de las constancias de",849,por_ello,True,"Por ello, oído el señor Procurador General de la Nación interino, se",849,por_ello,"Por ello, oído el señor Procurador General de la Nación interino, se",849,por_ello,True,True,True,True,True
344_p494,A1,otro,344,2,218,218-354,502,235,de_conformidad,False,de conformidad con las leyes 25.675 General del Ambiente (LGA) y,333,por_ello,True,"Por ello, oída en esta instancia la señora Procuradora Fiscal, sin",333,por_ello,"Por ello, oída en esta instancia la señora Procuradora Fiscal, sin",333,por_ello,True,True,True,True,True
344_p936,A1,otro,344,3,675,675-1471,1737,854,en_consecuencia,False,"En consecuencia, no se trata de una mera indagación o consulta,",1455,por_ello,True,"Por ello, concordemente con el dictamen de la señora Procuradora",1455,por_ello,"Por ello, concordemente con el dictamen de la señora Procuradora",1455,por_ello,True,True,True,True,True
344_p809,A1,otro,344,4,2828,2828-3684,4721,3205,por_ello,False,Por ello como se reconoció en los precedentes citados la Ciudad,3672,por_ello,True,"Por ello, y oído el señor Procurador General de la Nación interino,",3672,por_ello,"Por ello, y oído el señor Procurador General de la Nación interino,",3205,por_ello,False,True,True,False,True
344_p1033,A1,otro,344,2,69,69-325,325,108,de_conformidad,False,"de conformidad con lo normado por el art. 27, primer párrafo, de la ley",304,por_ello,True,"Por ello, de conformidad con lo dictaminado por la señora Procura­",304,por_ello,"Por ello, de conformidad con lo dictaminado por la señora Procura­",304,por_ello,True,True,True,True,True
344_p507,A1,otro,344,2,185,185-756,786,291,en_consecuencia,False,"En consecuencia, adujo que a pesar de la reforma constitucional",741,por_ello,True,Por ello y de conformidad con lo oportunamente dictaminado por,741,por_ello,Por ello y de conformidad con lo oportunamente dictaminado por,741,por_ello,True,True,True,True,True
344_p689,A1,otro,344,1,18,18-96,96,31,por_ello,False,"Por ello, en atención al estado de las presentes actuaciones, se re­",31,por_ello,False,"Por ello, en atención al estado de las presentes actuaciones, se re­",,,,31,por_ello,False,False,sin_match_C,False,False
344_p277,A1,otro,344,2,367,367-751,1075,561,en_consecuencia,False,"en consecuencia sobre el fondo de la causa, en sustitución del tribu­",743,por_ello,True,"Por ello, y oída la señora Procuradora Fiscal, se hace lugar a la",743,por_ello,"Por ello, y oída la señora Procuradora Fiscal, se hace lugar a la",743,por_ello,True,True,True,True,True
