caso_id_canonico,tomo,n_lineas_bloque,apertura_rel,firma_lines_count,firma_end,pe_idx_baseline,pe_idx_d_validado,disp_cambio,posthoc_rejected,voting_pattern,n_jueces_firma,baseline_voting_pattern,baseline_n_votos_svoto,baseline_n_disidencias,n_votos_actual,n_disid_actual,n_votos_ampliado,n_nuevos_por_ampliado,n_ya_detectados_post_firma,n_votos_narrow_pre_firma,first_voto_narrow
333_p2335,333,85,68,2,84,72,72,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
333_p2338,333,243,122,2,237,232,232,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
333_p2344,333,312,258,4,276,271,271,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,278
333_p2353,333,559,519,5,535,528,528,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,537
333_p2367,333,1169,206,6,600,590,590,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,1,0,1,1,599
333_p2396,333,581,256,3,573,565,565,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
333_p2410,333,410,254,7,273,268,268,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,275
333_p2420,333,243,152,3,236,224,224,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
333_p2426,333,388,197,4,386,378,378,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
333_p2435,333,169,126,7,142,134,134,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,147
333_p2439,333,198,109,4,146,139,139,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,148
333_p2445,333,943,449,7,473,465,465,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,472
334_p5,334,179,23,3,169,165,165,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p9,334,160,139,2,154,148,148,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p13,334,692,336,3,684,677,677,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p30,334,191,170,3,182,178,178,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p35,334,324,21,7,61,48,48,False,False,unanime,5,unanime,0,1,0,1,0,0,0,1,60
334_p44,334,302,263,2,281,274,274,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p53,334,209,,3,196,189,189,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p62,334,1410,38,5,620,612,612,False,False,disidencia,7,disidencia,0,0,0,0,0,0,0,0,
334_p95,334,597,56,6,380,372,372,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,378
334_p109,334,429,90,3,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p120,334,278,252,2,266,260,260,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p128,334,466,237,5,380,375,375,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,382
334_p139,334,163,136,2,149,145,145,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p144,334,489,250,8,319,314,314,False,False,segun_su_voto,7,segun_su_voto,3,0,3,0,3,0,3,0,321
334_p156,334,666,303,10,320,311,311,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,321
334_p173,334,210,183,3,202,196,196,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p178,334,232,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p187,334,212,180,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p196,334,78,27,7,47,42,42,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,48
334_p198,334,508,196,5,501,487,,True,True,unanime,4,unanime,0,1,0,1,0,0,0,1,4
334_p210,334,124,18,3,109,94,94,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p214,334,351,322,2,346,337,337,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p223,334,256,228,2,248,237,237,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p229,334,270,225,2,259,253,253,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p236,334,79,13,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p240,334,365,92,5,224,201,201,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,223
334_p249,334,286,,2,275,271,271,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p256,334,94,42,8,63,54,54,False,False,disidencia,7,disidencia,0,2,0,2,1,0,1,1,62
334_p259,334,658,323,7,527,519,519,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,529
334_p275,334,451,217,2,439,429,429,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p287,334,330,147,4,229,222,222,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,235
334_p295,334,362,143,5,158,151,151,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,159
334_p304,334,312,163,3,302,296,296,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p312,334,476,160,2,465,456,456,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p324,334,785,157,5,542,532,532,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,541
334_p343,334,162,87,2,132,124,124,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p349,334,187,,2,173,165,165,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p357,334,200,172,3,195,182,182,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p362,334,147,13,3,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p365,334,360,325,5,347,336,336,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,349
334_p376,334,799,55,4,385,374,374,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,387
334_p396,334,66,17,5,44,37,37,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,45
334_p398,334,294,100,2,269,244,244,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p405,334,479,450,2,472,460,460,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p417,334,71,12,2,63,59,59,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p419,334,335,10,2,326,314,314,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p427,334,290,248,5,275,260,260,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,274
334_p434,334,454,279,7,446,438,,True,True,unanime,5,unanime,0,1,0,1,0,0,0,1,7
334_p445,334,379,324,5,372,366,366,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p454,334,137,111,2,128,123,123,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p458,334,180,144,3,160,154,154,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,166
334_p463,334,218,180,6,205,189,,True,True,disidencia,6,disidencia,0,2,0,2,0,0,0,2,1
334_p468,334,68,53,3,64,56,56,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p471,334,214,74,10,85,77,,True,True,unanime,6,unanime,0,1,0,1,0,0,0,1,6
334_p474,334,56,7,2,44,38,38,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p476,334,350,163,6,177,169,169,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,176
334_p485,334,212,187,2,202,197,197,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p490,334,494,245,8,335,326,326,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,334
334_p502,334,280,217,4,272,262,262,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p509,334,273,202,4,253,242,242,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,254
334_p516,334,998,649,3,985,976,976,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p541,334,14,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p552,334,287,154,6,262,254,254,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,268
334_p559,334,214,117,5,196,187,187,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,195
334_p565,334,300,145,3,223,213,213,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,225
334_p573,334,361,195,4,304,294,294,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,303
334_p582,334,356,328,2,344,337,337,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p591,334,45,10,2,42,38,38,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p592,334,149,138,2,148,144,144,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p596,334,1193,268,5,774,764,764,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,2,0,2,0,776
334_p626,334,1623,568,14,931,922,922,False,False,mixed,7,mixed,2,1,2,1,2,0,2,1,930
334_p666,334,547,388,7,492,485,485,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,494
334_p681,334,365,255,4,335,326,326,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,336
334_p690,334,316,260,4,288,281,281,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,289
334_p698,334,284,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p715,334,201,,3,190,166,166,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p725,334,426,184,7,320,310,310,False,False,mixed,6,mixed,1,1,1,1,1,0,1,1,319
334_p736,334,211,186,2,199,193,193,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p742,334,278,164,7,180,173,173,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,185
334_p749,334,164,162,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p754,334,94,21,3,78,72,72,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p757,334,113,97,2,112,100,100,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p760,334,102,80,3,93,87,87,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p763,334,140,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p768,334,373,146,9,295,290,290,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,300
334_p778,334,228,118,2,215,208,208,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p784,334,480,199,5,456,448,448,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,457
334_p796,334,103,81,2,101,89,89,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p799,334,1201,527,14,698,690,690,False,False,mixed,7,mixed,1,2,1,2,3,0,3,0,700
334_p829,334,322,139,2,,,,False,False,sin_firma,0,unanime,0,0,0,0,0,0,0,0,
334_p837,334,228,27,3,215,191,191,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p842,334,198,,3,152,147,147,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p847,334,188,157,2,174,167,167,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p852,334,248,227,2,246,239,239,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p858,334,260,232,2,252,244,244,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p864,334,280,236,5,260,255,255,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,262
334_p871,334,138,115,3,134,124,124,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p875,334,335,192,6,207,201,201,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,212
334_p885,334,204,175,3,193,187,187,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p891,334,170,,3,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p896,334,129,18,4,110,104,104,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,109
334_p900,334,87,73,2,84,76,76,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p902,334,199,8,2,19,11,11,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p913,334,843,687,4,818,810,810,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p934,334,285,259,4,277,271,271,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p941,334,351,30,3,334,312,312,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p950,334,352,320,3,334,328,328,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p959,334,436,189,8,215,209,209,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,221
334_p970,334,66,24,2,56,48,48,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p972,334,364,328,3,343,337,337,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p983,334,188,155,2,171,165,165,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p988,334,314,265,5,288,277,277,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,287
334_p996,334,249,107,3,243,230,230,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1002,334,295,257,5,276,266,266,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,275
334_p1010,334,307,271,2,300,290,290,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1018,334,539,27,2,367,362,362,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1033,334,70,,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p1036,334,176,134,4,156,149,149,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,157
334_p1041,334,83,,2,72,56,56,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1043,334,169,50,4,148,132,132,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1047,334,284,,3,267,240,240,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1054,334,2017,205,16,226,214,214,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,228
334_p1070,334,144,60,5,102,93,93,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,101
334_p1074,334,311,14,2,299,295,295,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1081,334,441,318,5,429,407,407,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1092,334,290,269,2,284,281,281,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1099,334,71,41,2,58,50,50,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1101,334,211,189,2,204,198,198,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1106,334,250,123,2,245,239,239,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1113,334,403,384,2,396,393,393,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1123,334,398,193,2,390,357,357,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1133,334,255,196,2,215,205,205,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1139,334,75,,2,61,55,55,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1143,334,208,,5,27,21,21,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,2,0,2,0,29
334_p1162,334,379,188,3,368,356,356,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p1172,334,386,85,7,112,106,106,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,114
334_p1182,334,228,43,3,219,215,215,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p1187,334,229,184,5,200,194,194,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,205
334_p1193,334,195,,3,186,177,177,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1198,334,201,172,2,187,181,181,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1204,334,483,374,7,387,381,381,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,2,0,2,0,392
334_p1216,334,96,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p1231,334,227,29,3,214,209,209,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1237,334,88,12,2,81,66,66,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1239,334,76,10,2,66,63,63,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1241,334,952,273,9,599,591,591,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,605
334_p1264,334,284,149,10,220,211,211,False,False,disidencia,7,disidencia,0,2,0,2,1,0,1,1,219
334_p1272,334,174,19,2,168,154,154,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1276,334,445,114,3,434,424,424,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p1287,334,637,469,5,628,617,617,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1302,334,1038,89,5,496,485,485,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,495
334_p1327,334,599,281,3,588,579,579,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p1342,334,150,127,3,138,133,133,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
334_p1346,334,598,208,2,587,577,577,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1361,334,444,26,2,416,407,407,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1372,334,403,219,5,237,231,231,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,239
334_p1382,334,167,152,2,162,155,155,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1387,334,722,134,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
334_p1406,334,237,206,2,226,219,219,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1412,334,568,177,2,563,555,555,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1426,334,182,150,2,171,164,164,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1431,334,221,195,2,212,203,203,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1437,334,301,265,2,286,278,278,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1445,334,626,435,5,502,492,492,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1461,334,360,277,5,292,286,286,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,298
334_p1472,334,669,69,9,437,425,425,False,False,mixed,7,mixed,1,2,1,2,3,0,3,0,438
334_p1489,334,516,334,6,444,437,437,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,447
334_p1504,334,3156,31,7,85,74,74,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,86
334_p1580,334,1144,499,3,1130,1122,1122,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1609,334,214,89,5,199,184,184,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,197
334_p1614,334,309,287,2,299,295,295,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1622,334,116,63,4,90,82,82,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,91
334_p1626,334,567,258,2,558,544,544,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1640,334,151,104,2,146,139,139,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1644,334,513,364,7,480,471,471,False,False,disidencia,6,disidencia,0,2,0,2,1,0,1,1,479
334_p1659,334,220,,2,61,53,53,False,False,unanime,1,unanime,0,1,0,1,1,0,1,0,62
334_p1673,334,707,484,10,657,646,646,False,False,mixed,7,mixed,1,1,1,1,1,0,1,1,656
334_p1691,334,945,288,7,486,470,470,False,False,disidencia,6,disidencia,1,1,1,1,1,0,1,1,485
334_p1714,334,275,246,2,261,254,254,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1722,334,1300,445,8,805,795,795,False,False,mixed,7,mixed,1,1,1,1,1,0,1,1,804
334_p1754,334,598,180,2,555,536,536,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1768,334,906,664,2,897,887,887,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1791,334,179,16,2,164,159,159,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1795,334,337,118,11,205,195,195,False,False,mixed,6,mixed,2,0,2,0,1,0,1,1,204
334_p1804,334,153,127,2,142,136,136,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1808,334,279,13,2,261,258,258,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1815,334,239,150,4,173,165,165,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,175
334_p1821,334,872,72,2,865,855,855,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1842,334,208,48,2,195,186,186,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1848,334,264,157,2,257,250,250,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1854,334,247,219,2,233,228,228,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
334_p1861,334,333,218,2,299,290,290,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1869,334,293,269,2,286,282,282,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1876,334,228,49,5,147,144,144,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,153
334_p1882,334,588,497,8,545,541,541,False,False,mixed,7,mixed,2,1,2,1,3,0,3,0,551
334_p1897,334,224,145,2,213,206,206,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
334_p1903,334,253,38,2,243,232,232,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
334_p1909,334,435,99,6,410,403,403,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,412
334_p1920,334,212,8,3,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p23,337,577,158,6,300,291,291,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,299
337_p37,337,318,139,4,280,274,274,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,282
337_p45,337,54,13,3,53,49,49,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
337_p47,337,422,61,7,276,265,265,False,False,mixed,7,mixed,1,2,1,2,3,0,3,0,279
337_p58,337,162,45,2,155,148,148,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p62,337,310,149,2,303,286,286,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p70,337,255,218,5,238,230,230,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,237
337_p77,337,472,405,5,435,424,424,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,436
337_p88,337,362,210,2,353,347,347,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p97,337,590,280,3,585,570,570,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
337_p112,337,254,150,6,173,162,162,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,171
337_p119,337,158,16,3,144,134,134,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
337_p123,337,401,240,2,390,383,383,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p133,337,672,516,1,671,667,667,False,False,unanime,2,unanime,0,0,0,0,0,0,0,0,
337_p149,337,200,36,3,177,171,171,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,182
337_p154,337,465,246,2,455,448,448,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p166,337,534,169,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p179,337,291,143,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p191,337,205,160,4,184,174,174,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,182
337_p196,337,351,193,7,310,303,303,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,2,0,2,0,311
337_p205,337,673,121,7,139,133,133,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,140
337_p222,337,19,,1,18,13,13,False,False,unanime,1,unanime,0,0,0,0,0,0,0,0,
337_p234,337,859,352,3,850,842,842,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
337_p256,337,575,260,3,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p291,337,662,476,7,498,491,491,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,499
337_p307,337,281,176,5,190,185,185,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,191
337_p315,337,536,242,8,481,471,471,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,486
337_p329,337,385,184,3,363,356,356,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,365
337_p339,337,268,185,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p346,337,304,149,5,290,284,284,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
337_p354,337,451,182,2,428,422,422,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p365,337,308,180,2,295,275,275,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p373,337,652,21,2,640,634,634,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p388,337,2356,354,5,859,833,833,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,864
337_p448,337,864,474,5,847,838,838,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,852
337_p469,337,60,13,2,55,41,41,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p471,337,357,308,3,325,317,317,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,326
337_p481,337,178,149,2,164,157,157,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p486,337,168,13,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p492,337,554,514,3,541,523,523,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
337_p505,337,528,250,4,495,486,486,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
337_p518,337,486,252,6,462,453,453,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,461
337_p530,337,511,109,6,381,366,366,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,386
337_p542,337,225,120,7,143,133,133,False,False,mixed,6,mixed,1,1,1,1,1,0,1,1,142
337_p548,337,540,39,4,290,254,254,False,False,mixed,5,mixed,1,0,1,0,1,0,1,0,292
337_p567,337,282,188,3,276,269,269,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p574,337,212,189,2,202,197,197,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p580,337,426,253,2,419,406,406,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p590,337,832,327,5,747,720,720,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,746
337_p611,337,227,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
337_p627,337,376,163,2,365,357,357,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p637,337,434,401,2,428,420,420,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
337_p647,337,254,36,2,241,238,238,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
337_p654,337,205,121,2,199,190,190,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
