caso_id_canonico,source_file,a0,k0_rel,k0_abs,clase,rama,guard_fuente,n_anclas_pre,n_anclas_post,k_propio_rel,span_pre_apertura,wc_primer_span,n_spans,wc_epilogo_total,primera_linea,k_post_rel,clase_post,rama_post,guard_fuente_post,primera_linea_post
343_p580,LibroVol343-1.md,ok,339,22442,recurso_narrativo,Recurso,propia,0,5,10,0,300,6,1431,recurso extraordinario (fs. 261/292) cuyo rechazo (fs. 303/304) originó,339,recurso_narrativo,Recurso,propia,recurso extraordinario (fs. 261/292) cuyo rechazo (fs. 303/304) originó
343_p1075,LibroVol343-2.md,ok,325,15562,recurso_narrativo,Recurso,propia,0,2,44,0,105,4,980,recurso de apelación ordinario en materia de extradición en atención,325,recurso_narrativo,Recurso,propia,recurso de apelación ordinario en materia de extradición en atención
343_p1218,LibroVol343-2.md,ok,432,21172,rotulo_pie,Parte actora,propia,0,10,15,0,268,6,1248,"parte actora, a fs. 267/279, cuya denegación motivó la presentación de",432,rotulo_pie,Parte actora,propia,"parte actora, a fs. 267/279, cuya denegación motivó la presentación de"
343_p1337,LibroVol343-2.md,ok,9,25324,pie_genuino,Parte actora,solo_pre_apertura,2,0,156,1,173,6,1365,Parte actora: Fundación Banco de Bosques para el Manejo Sustentable de los Re­,594,pie_genuino,Recurso,mixta,"Recurso de queja interpuesto por el Gobierno de la Ciudad de Buenos Aires, repre­"
343_p1457,LibroVol343-3.md,ok,3523,3585,recurso_narrativo,Recurso,mixta,1,9,1016,0,345,22,8088,recurso extraordinario por salto de instancia en los términos de los,3523,recurso_narrativo,Recurso,mixta,recurso extraordinario por salto de instancia en los términos de los
343_p1762,LibroVol343-3.md,ok,195,12113,recurso_narrativo,Recurso,propia,0,4,87,0,3,5,1338,recursos de apelación.,195,recurso_narrativo,Recurso,propia,recursos de apelación.
343_p1894,LibroVol343-3.md,ok,525,17422,recurso_narrativo,Recurso,propia,0,4,177,0,245,4,713,"recursos limitados para la satisfacción de necesidades ilimitadas, per­",525,recurso_narrativo,Recurso,propia,"recursos limitados para la satisfacción de necesidades ilimitadas, per­"
343_p2098,LibroVol343-3.md,ok,756,25568,recurso_narrativo,Recurso,propia,0,2,49,0,92,7,1627,"recurso extraordinario federal a fs. 8088/8103, contra la sentencia de la",756,recurso_narrativo,Recurso,propia,"recurso extraordinario federal a fs. 8088/8103, contra la sentencia de la"
343_p2184,LibroVol343-3.md,ok,626,28861,recurso_narrativo,Recurso,propia,0,5,12,0,314,9,2487,"recurso previsto en el art. 14 de la ley 48, debido a la posibilidad que",626,recurso_narrativo,Recurso,propia,"recurso previsto en el art. 14 de la ley 48, debido a la posibilidad que"
343_p2243,LibroVol343-3.md,ok,419,30969,recurso_narrativo,Recurso,propia,0,1,31,0,152,3,651,recurso extraordinario denegado se encuentran suficientemente re­,419,recurso_narrativo,Recurso,propia,recurso extraordinario denegado se encuentran suficientemente re­
343_p2280,LibroVol343-3.md,ok,1493,33533,recurso_narrativo,Recurso,propia,0,8,214,0,241,19,5760,recurso extraordinario de inaplicabilidad de ley en causa nº 43.787 y,1493,recurso_narrativo,Recurso,propia,recurso extraordinario de inaplicabilidad de ley en causa nº 43.787 y
344_p81,LibroVol344-1.md,ok,758,3997,recurso_narrativo,Recurso,propia,0,2,102,0,96,4,924,"recurso extraordinario, no basta la aserción de una determinada solu­",758,recurso_narrativo,Recurso,propia,"recurso extraordinario, no basta la aserción de una determinada solu­"
344_p102,LibroVol344-1.md,ok,529,4627,pie_genuino,Recurso,propia,0,6,9,0,91,3,533,"Recurso extraordinario y recurso de queja interpuestos por el Fisco Nacional, en am­",529,pie_genuino,Recurso,propia,"Recurso extraordinario y recurso de queja interpuestos por el Fisco Nacional, en am­"
344_p441,LibroVol344-1.md,ok,2042,19239,recurso_narrativo,Recurso,propia,0,9,13,0,153,4,700,"recurso extraordinario (cfr. fs. 655). No se afectan la identidad, edu­",2042,recurso_narrativo,Recurso,propia,"recurso extraordinario (cfr. fs. 655). No se afectan la identidad, edu­"
344_p809,LibroVol344-1.md,ok,3308,34660,rotulo_pie,Profesionales,propia,0,2,938,0,59,3,754,"profesionales; y promover el progreso económico, el desarrollo hu­",3308,rotulo_pie,Profesionales,propia,"profesionales; y promover el progreso económico, el desarrollo hu­"
344_p1013,LibroVol344-1.md,ok,370,39686,recurso_narrativo,Recurso,propia,0,6,151,0,363,4,1170,recurso.,370,recurso_narrativo,Recurso,propia,recurso.
344_p1033,LibroVol344-1.md,ok,211,40299,rotulo_pie,Parte demandada,propia,0,1,40,0,359,4,942,parte demandada acompañó copia certificada del expediente adminis­,211,rotulo_pie,Parte demandada,propia,parte demandada acompañó copia certificada del expediente adminis­
344_p1082,LibroVol344-1.md,ok,495,42416,recurso_narrativo,Recurso,propia,0,3,118,0,183,7,2195,"recurso de apelación ordinario (fs. 480/481) que, concedido (fs. 482), fue",495,recurso_narrativo,Recurso,propia,"recurso de apelación ordinario (fs. 480/481) que, concedido (fs. 482), fue"
344_p1102,LibroVol344-1.md,ok,1236,43971,recurso_narrativo,Recurso,propia,0,7,304,0,228,3,908,recurso de queja.,1236,recurso_narrativo,Recurso,propia,recurso de queja.
344_p1137,LibroVol344-1.md,ok,1,44127,pie_genuino,Recurso,solo_pre_apertura,1,0,62,1,187,3,582,Recurso de queja interpuesto por el Consejo de Defensores de la Provincia de Bue­,186,pie_genuino,Parte actora,mixta,"Parte actora: Dres. Carlos Roberto Lee y Fabrizio Villaggi Nicora, en defensa de los"
344_p1657,LibroVol344-2.md,ok,589,16166,recurso_narrativo,Recurso,propia,0,5,90,0,356,5,1226,recurso extraordinario cuya denegación origina la presente queja.,589,recurso_narrativo,Recurso,propia,recurso extraordinario cuya denegación origina la presente queja.
344_p1716,LibroVol344-2.md,ok,693,18608,pie_genuino,Recurso,propia,0,2,151,0,178,2,526,recursos interpuestos por las defensas respecto de resoluciones que,693,pie_genuino,Recurso,propia,recursos interpuestos por las defensas respecto de resoluciones que
344_p1857,LibroVol344-2.md,ok,848,24230,recurso_narrativo,Recurso,propia,0,2,133,0,236,8,2093,"recursos concedidos, que determinan el ámbito de su facultad deci­",848,recurso_narrativo,Recurso,propia,"recursos concedidos, que determinan el ámbito de su facultad deci­"
344_p2175,LibroVol344-2.md,ok,2464,38129,recurso_narrativo,Recurso,mixta,1,9,425,0,133,17,5790,"recurso extraordinario, pto. 4.1.2., fs. 1586 vta., 1º párr.). El 9 de mayo",2464,recurso_narrativo,Recurso,mixta,"recurso extraordinario, pto. 4.1.2., fs. 1586 vta., 1º párr.). El 9 de mayo"
344_p2573,LibroVol344-2.md,ok,164,51550,recurso_narrativo,Recurso,propia,0,4,82,0,129,5,1171,recurso de apelación no era el ámbito en el cual podía plantearse la in­,164,recurso_narrativo,Recurso,propia,recurso de apelación no era el ámbito en el cual podía plantearse la in­
344_p2601,LibroVol344-2.md,ok,575,53020,recurso_narrativo,Recurso,propia,0,6,252,0,392,14,4111,"recurso extraordinario (fs. 324/332), que fue concedido en orden a la",575,recurso_narrativo,Recurso,propia,"recurso extraordinario (fs. 324/332), que fue concedido en orden a la"
344_p2629,LibroVol344-3.md,ok,299,350,recurso_narrativo,Recurso,propia,0,2,50,0,175,4,926,recurso de apelación planteado por este contra la decisión de primera,299,recurso_narrativo,Recurso,propia,recurso de apelación planteado por este contra la decisión de primera
344_p2690,LibroVol344-3.md,ok,682,3095,recurso_narrativo,Recurso,propia,0,1,247,0,70,10,2393,recurso extraordinario. 2) Confirmar la sentencia apelada en cuanto,682,recurso_narrativo,Recurso,propia,recurso extraordinario. 2) Confirmar la sentencia apelada en cuanto
344_p2728,LibroVol344-3.md,ok,694,4629,recurso_narrativo,Recurso,propia,0,6,150,0,239,9,2294,recurso de hecho.,694,recurso_narrativo,Recurso,propia,recurso de hecho.
344_p2811,LibroVol344-3.md,ok,514,7689,rotulo_pie,Profesionales,propia,0,6,1,0,315,5,1796,"profesionales. En un sentido opuesto, y con sustento en los ar­",514,rotulo_pie,Profesionales,propia,"profesionales. En un sentido opuesto, y con sustento en los ar­"
344_p2922,LibroVol344-3.md,ok,817,12410,recurso_narrativo,Recurso,propia,0,4,125,0,42,7,1794,"recursos naturales, en tanto Pascua Lama es un proyecto minero bina­",817,recurso_narrativo,Recurso,propia,"recursos naturales, en tanto Pascua Lama es un proyecto minero bina­"
344_p2991,LibroVol344-3.md,ok,505,14877,recurso_narrativo,Recurso,propia,0,4,101,0,222,3,678,"recurso extraordinario un importe de US$ 171,79 por metro cuadrado,",505,recurso_narrativo,Recurso,propia,"recurso extraordinario un importe de US$ 171,79 por metro cuadrado,"
344_p3057,LibroVol344-3.md,ok,391,17332,recurso_narrativo,Recurso,propia,0,5,124,0,219,5,748,recurso extraordinario se alega conjuntamente la causa de arbitra­,391,recurso_narrativo,Recurso,propia,recurso extraordinario se alega conjuntamente la causa de arbitra­
344_p3156,LibroVol344-3.md,ok,1622,22441,recurso_narrativo,Recurso,propia,0,1,235,0,343,14,4490,"recursos de la seguridad social que ascendía a un 400%, el Congreso",1622,recurso_narrativo,Recurso,propia,"recursos de la seguridad social que ascendía a un 400%, el Congreso"
344_p3230,LibroVol344-3.md,ok,490,24310,rotulo_pie,Profesionales,propia,0,7,153,0,276,7,2160,"profesionales del derecho, y que los actores presentaron recursos con­",490,rotulo_pie,Profesionales,propia,"profesionales del derecho, y que los actores presentaron recursos con­"
344_p3345,LibroVol344-3.md,ok,514,28804,recurso_narrativo,Recurso,propia,0,5,208,0,334,12,3788,"recurso extraordinario (fs. 734/745), cuya denegación (fs. 764) motivó",514,recurso_narrativo,Recurso,propia,"recurso extraordinario (fs. 734/745), cuya denegación (fs. 764) motivó"
344_p3418,LibroVol344-3.md,ok,395,31561,recurso_narrativo,Recurso,propia,0,6,22,0,247,5,1194,recurso extraordinario han sido objeto de adecuado tratamiento en el,395,recurso_narrativo,Recurso,propia,recurso extraordinario han sido objeto de adecuado tratamiento en el
344_p3476,LibroVol344-3.md,ok,2119,35492,rotulo_pie,Parte actora,propia,0,4,479,0,219,15,5554,"parte actora ha demostrado con contundencia que, mientras estuvie­",2119,rotulo_pie,Parte actora,propia,"parte actora ha demostrado con contundencia que, mientras estuvie­"
344_p3711,LibroVol344-3.md,ok,188,42605,recurso_narrativo,Recurso,propia,0,4,16,0,257,6,1528,recursos se encuentran destinados a la atención de las necesidades de,188,recurso_narrativo,Recurso,propia,recursos se encuentran destinados a la atención de las necesidades de
344_p3782,LibroVol344-3.md,ok,339,45522,pie_genuino,Recurso,propia,0,6,147,0,58,5,698,"Recurso de queja interpuesto por Horacio Pedro Diez, asistido por los Dres. Federico",339,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Horacio Pedro Diez, asistido por los Dres. Federico"
345_p417,LibroVol345-1.md,ok,92,15962,recurso_narrativo,Recurso,propia,0,4,1,0,268,5,1145,recurso extraordinario federal en el que sostiene que se ha violado el,92,recurso_narrativo,Recurso,propia,recurso extraordinario federal en el que sostiene que se ha violado el
345_p440,LibroVol345-1.md,ok,774,17487,recurso_narrativo,Recurso,propia,0,1,267,0,295,18,6590,"Recurso Extraordinario”, Nerva ediciones de derecho y economía,",774,recurso_narrativo,Recurso,propia,"Recurso Extraordinario”, Nerva ediciones de derecho y economía,"
345_p482,LibroVol345-1.md,ok,1370,19739,recurso_narrativo,Recurso,propia,0,1,327,0,280,9,2698,recurso extraordinario).,1370,recurso_narrativo,Recurso,propia,recurso extraordinario).
345_p647,LibroVol345-1.md,ok,493,25244,recurso_narrativo,Recurso,propia,0,4,143,0,348,11,2586,"recurso de revisión con fundamento en el artículo 514, inciso 6°, del",493,recurso_narrativo,Recurso,propia,"recurso de revisión con fundamento en el artículo 514, inciso 6°, del"
345_p801,LibroVol345-1.md,ok,876,31606,recurso_narrativo,Recurso,propia,0,4,233,0,178,13,3722,"recursos vigente a la sanción de esta reforma”, se refiere a la relación",876,recurso_narrativo,Recurso,propia,"recursos vigente a la sanción de esta reforma”, se refiere a la relación"
345_p905,LibroVol345-2.md,ok,6,995,pie_genuino,Recurso,solo_pre_apertura,1,0,167,1,127,6,1458,"Recurso de queja interpuesto por Domingo Avelino González, parte actora, represen­",706,pie_genuino,Recurso,mixta,"Recurso de queja interpuesto por A. C. G., actora en autos, representada por el Dr."
345_p1210,LibroVol345-2.md,ok,280,13018,recurso_narrativo,Recurso,propia,0,7,68,0,172,4,720,recurso extraordinario cuya denegación dio origen a la presente queja,280,recurso_narrativo,Recurso,propia,recurso extraordinario cuya denegación dio origen a la presente queja
345_p1549,LibroVol345-2.md,ok,242,26070,pie_genuino,Recurso,propia,0,6,0,0,108,5,1283,Recurso extraordinario interpuesto por la Fiscalía de Estado de la Provincia de Bue­,242,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por la Fiscalía de Estado de la Provincia de Bue­
346_p84,LibroVol346-1.md,ok,91,3347,recurso_narrativo,Recurso,solo_pre_apertura,1,0,146,1,296,9,1667,RECURSO EXTRAORDINARIO,356,recurso_narrativo,Recurso,solo_pre_apertura,"recurso judicial directo); tampoco por el Poder Judicial de la Nación, lo"
346_p391,LibroVol346-1.md,ok,404,15481,recurso_narrativo,Recurso,propia,0,4,93,0,243,4,594,recurso extraordinario solo cuando se acredite la violación del debido,404,recurso_narrativo,Recurso,propia,recurso extraordinario solo cuando se acredite la violación del debido
346_p580,LibroVol346-1.md,ok,629,23145,rotulo_pie,Parte actora,propia,0,7,12,0,162,10,2642,"parte actora, cuya denegación motivó la presente queja.",629,rotulo_pie,Parte actora,propia,"parte actora, cuya denegación motivó la presente queja."
346_p776,LibroVol346-2.md,ok,884,1288,recurso_narrativo,Recurso,propia,0,4,138,0,39,5,944,recursos más poderosos para preservar la existencia de la Nación”,884,recurso_narrativo,Recurso,propia,recursos más poderosos para preservar la existencia de la Nación”
346_p821,LibroVol346-2.md,ok,397,2526,recurso_narrativo,Recurso,propia,0,1,54,0,405,4,1047,"recursos marinos de nuestro país, con especial referencia a la situa­",397,recurso_narrativo,Recurso,propia,"recursos marinos de nuestro país, con especial referencia a la situa­"
346_p970,LibroVol346-2.md,ok,1426,9305,recurso_narrativo,Recurso,propia,0,11,150,0,147,11,3426,recurso extraordinario que luego de diversas vicisitudes procesales,1426,recurso_narrativo,Recurso,propia,recurso extraordinario que luego de diversas vicisitudes procesales
346_p1039,LibroVol346-2.md,ok,754,11340,recurso_narrativo,Recurso,propia,0,4,31,0,58,6,1671,recursos extraordinarios que fueron concedidos en cuanto se discu­,754,recurso_narrativo,Recurso,propia,recursos extraordinarios que fueron concedidos en cuanto se discu­
346_p1159,LibroVol346-2.md,ok,513,15657,recurso_narrativo,Recurso,propia,0,5,37,0,78,5,1011,"recurso judicial interpuesto y, en consecuencia, declaró nulas de nuli­",513,recurso_narrativo,Recurso,propia,"recurso judicial interpuesto y, en consecuencia, declaró nulas de nuli­"
346_p1426,LibroVol346-2.md,ok,530,25901,rotulo_pie,Parte actora,propia,0,7,160,0,10,8,2281,"parte actora, fue denegado. Ello motivó la presentación directa ante",530,rotulo_pie,Parte actora,propia,"parte actora, fue denegado. Ello motivó la presentación directa ante"
346_p1471,LibroVol346-2.md,ok,140,27166,recurso_narrativo,Recurso,propia,0,1,0,0,88,5,1334,"recurso de reconsideración interpuesto contra el acto del 26 de mayo,",140,recurso_narrativo,Recurso,propia,"recurso de reconsideración interpuesto contra el acto del 26 de mayo,"
346_p1538,LibroVol346-2.md,ok,139,29817,recurso_narrativo,Recurso,propia,0,4,13,0,103,4,729,recursos deducidos ante los tribunales locales no justifican el otorga­,139,recurso_narrativo,Recurso,propia,recursos deducidos ante los tribunales locales no justifican el otorga­
346_p1564,LibroVol346-2.md,ok,184,30777,pie_genuino,Recurso,propia,0,2,0,0,50,10,2601,"Recurso de queja interpuesto por Gerardo Ramón González, actor en autos, repre­",184,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Gerardo Ramón González, actor en autos, repre­"
347_p520,LibroVol347-1.md,ok,264,20369,recurso_narrativo,Recurso,propia,0,1,77,0,155,5,1690,recursos en los términos del último párrafo del apartado c del artículo,264,recurso_narrativo,Recurso,propia,recursos en los términos del último párrafo del apartado c del artículo
347_p688,LibroVol347-1.md,ok,744,27250,recurso_narrativo,Recurso,propia,0,4,170,0,245,9,2536,"recurso de inconstitucionalidad, que fue rechazado por la Sala Prime­",744,recurso_narrativo,Recurso,propia,"recurso de inconstitucionalidad, que fue rechazado por la Sala Prime­"
347_p863,LibroVol347-1.md,ok,206,33432,recurso_narrativo,Recurso,solo_pre_apertura,1,0,82,0,249,8,2742,"recurso de casación en el que, entre otros agravios, criticó la funda­",206,recurso_narrativo,Recurso,solo_pre_apertura,"recurso de casación en el que, entre otros agravios, criticó la funda­"
347_p917,LibroVol347-1.md,ok,174,35462,recurso_narrativo,Recurso,propia,0,6,58,0,12,5,1036,recurso alguno contra el acto de expulsión. No analizó el planteo del,174,recurso_narrativo,Recurso,propia,recurso alguno contra el acto de expulsión. No analizó el planteo del
347_p971,LibroVol347-1.md,ok,496,37841,rotulo_pie,Tribunal de origen,propia,0,3,28,0,39,10,3028,"tribunal de origen a fin de que, por quien corresponda, dicte un nuevo",496,rotulo_pie,Tribunal de origen,propia,"tribunal de origen a fin de que, por quien corresponda, dicte un nuevo"
347_p1046,LibroVol347-1.md,ok,299,40558,recurso_narrativo,Recurso,propia,0,5,18,0,268,6,1719,recursos extraordinarios locales de inconstitucionalidad y de casación.,299,recurso_narrativo,Recurso,propia,recursos extraordinarios locales de inconstitucionalidad y de casación.
347_p1230,LibroVol347-2.md,ok,54,2122,recurso_narrativo,Recurso,propia,0,1,14,0,87,4,786,"recurso extraordinario, que fue parcialmente concedido por hallarse",54,recurso_narrativo,Recurso,propia,"recurso extraordinario, que fue parcialmente concedido por hallarse"
347_p1288,LibroVol347-2.md,ok,161,4481,rotulo_pie,Profesionales,mixta,1,1,108,0,140,23,7553,profesionales relativos a entes domiciliados en la Provincia de Buenos,161,rotulo_pie,Profesionales,mixta,profesionales relativos a entes domiciliados en la Provincia de Buenos
347_p1446,LibroVol347-2.md,ok,300,10753,recurso_narrativo,Recurso,propia,0,4,112,0,215,4,815,"recurso extraordinario sobre la base de la doctrina de la arbitrariedad,",300,recurso_narrativo,Recurso,propia,"recurso extraordinario sobre la base de la doctrina de la arbitrariedad,"
347_p1476,LibroVol347-2.md,ok,544,12114,recurso_narrativo,Recurso,propia,0,8,15,0,364,3,661,recurso de queja resulta definitoria para impedir que el Tribunal,544,recurso_narrativo,Recurso,propia,recurso de queja resulta definitoria para impedir que el Tribunal
347_p1527,LibroVol347-2.md,ok,898,14472,recurso_narrativo,Recurso,propia,0,4,446,0,52,20,6342,recursos extraordinarios interpuestos resultan inadmisibles en cuan­,898,recurso_narrativo,Recurso,propia,recursos extraordinarios interpuestos resultan inadmisibles en cuan­
347_p1737,LibroVol347-2.md,ok,292,22046,recurso_narrativo,Recurso,propia,0,3,11,0,64,13,4111,"recursos extraordinarios que, por mayoría, fueron concedidos por",292,recurso_narrativo,Recurso,propia,"recursos extraordinarios que, por mayoría, fueron concedidos por"
347_p1807,LibroVol347-2.md,ok,86,24527,recurso_narrativo,Recurso,propia,0,1,44,0,342,3,788,recurso extraordinario federal cuya denegación motivó la presente,86,recurso_narrativo,Recurso,propia,recurso extraordinario federal cuya denegación motivó la presente
347_p2160,LibroVol347-2.md,ok,410,38724,recurso_narrativo,Recurso,propia,0,2,87,0,343,8,2540,"recurso de casación local y confirmó, por otros fundamentos, lo que ha­",410,recurso_narrativo,Recurso,propia,"recurso de casación local y confirmó, por otros fundamentos, lo que ha­"
347_p2177,LibroVol347-2.md,ok,203,39193,recurso_narrativo,Recurso,propia,0,3,49,0,299,4,854,"recurso extraordinario cuya denegación motiva esta queja, en el que",203,recurso_narrativo,Recurso,propia,"recurso extraordinario cuya denegación motiva esta queja, en el que"
347_p2242,LibroVol347-2.md,ok,817,42338,recurso_narrativo,Recurso,propia,0,4,44,0,147,9,2430,recurso jerárquico presentado contra aquellas decisiones.,817,recurso_narrativo,Recurso,propia,recurso jerárquico presentado contra aquellas decisiones.
347_p2286,LibroVol347-2.md,ok,542,43825,recurso_narrativo,Recurso,propia,0,1,161,0,95,12,3730,recurso extraordinario federal que fue denegado -con fundamento en,542,recurso_narrativo,Recurso,propia,recurso extraordinario federal que fue denegado -con fundamento en
347_p2324,LibroVol347-2.md,ok,215,44987,pie_genuino,Recurso,solo_pre_apertura,1,0,81,0,122,5,1266,recursos deducidos por ante los tribunales provinciales no justifican,215,pie_genuino,Recurso,solo_pre_apertura,recursos deducidos por ante los tribunales provinciales no justifican
347_p2334,LibroVol347-2.md,ok,220,45393,rotulo_pie,Parte actora,propia,0,7,85,0,248,8,2139,parte actora es formalmente admisible toda vez que se ha cuestionado,220,rotulo_pie,Parte actora,propia,parte actora es formalmente admisible toda vez que se ha cuestionado
347_p2352,LibroVol347-2.md,ok,288,46151,pie_genuino,Recurso,propia,0,3,53,0,111,4,532,Recurso extraordinario interpuesto por la Administración Federal de Ingresos Pú­,288,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por la Administración Federal de Ingresos Pú­
348_p113,LibroVol348-1.md,ok,1293,5497,recurso_narrativo,Recurso,propia,0,8,69,0,35,13,4026,"recurso extraordinario, que fue concedido. Argumentó que resultaba",1293,recurso_narrativo,Recurso,propia,"recurso extraordinario, que fue concedido. Argumentó que resultaba"
348_p267,LibroVol348-1.md,ok,148,10394,recurso_narrativo,Recurso,propia,0,4,15,0,21,5,699,"recurso extraordinario que, luego de sustanciado, fue rechazado",148,recurso_narrativo,Recurso,propia,"recurso extraordinario que, luego de sustanciado, fue rechazado"
348_p443,LibroVol348-1.md,ok,149,17033,recurso_narrativo,Recurso,propia,0,1,76,0,181,6,1825,"recurso y comienza la revisión. Si no está bien la queja, queda firme.",149,recurso_narrativo,Recurso,propia,"recurso y comienza la revisión. Si no está bien la queja, queda firme."
348_p534,LibroVol348-1.md,ok,610,21045,recurso_narrativo,Recurso,propia,0,4,169,0,96,8,2469,recurso del artículo 14 de la ley 48. Ello es así toda vez que lo decidido,610,recurso_narrativo,Recurso,propia,recurso del artículo 14 de la ley 48. Ello es así toda vez que lo decidido
348_p879,LibroVol348-1.md,ok,173,34012,recurso_narrativo,Recurso,propia,0,8,79,0,403,3,642,recurso de revocatoria y la rechazó con remisión a los fundamentos,173,recurso_narrativo,Recurso,propia,recurso de revocatoria y la rechazó con remisión a los fundamentos
348_p1286,LibroVol348-1.md,ok,531,50110,recurso_narrativo,Recurso,propia,0,4,232,0,53,18,6569,recurso de queja. Se agravia de que la sentencia apelada la obliga a,531,recurso_narrativo,Recurso,propia,recurso de queja. Se agravia de que la sentencia apelada la obliga a
348_p1383,LibroVol348-1.md,ok,876,54278,rotulo_pie,Parte actora,propia,0,2,89,0,227,9,2704,"parte actora e hizo lugar, en forma parcial, a la acción entablada por",876,rotulo_pie,Parte actora,propia,"parte actora e hizo lugar, en forma parcial, a la acción entablada por"
348_p1796,LibroVol348-1.md,ok,418,69800,pie_genuino,Recurso,propia,0,2,25,0,32,7,1474,"Recurso extraordinario interpuesto por Javier Gustavo Sánchez, parte actora, repre­",418,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por Javier Gustavo Sánchez, parte actora, repre­"
349_p40,LibroVol349-1.md,ok,78,1593,pie_genuino,Recurso,propia,0,2,20,0,48,9,1928,"Recurso de queja interpuesto por MTV Networks Argentina S.R.L., demandada en",78,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por MTV Networks Argentina S.R.L., demandada en"
349_p107,LibroVol349-1.md,ok,739,4763,recurso_narrativo,Recurso,propia,0,6,16,0,96,8,1922,recurso extraordinario).,739,recurso_narrativo,Recurso,propia,recurso extraordinario).
349_p166,LibroVol349-1.md,ok,542,6873,recurso_narrativo,Recurso,propia,0,1,338,0,436,9,3366,recurso bajo examen se presentó en el marco de una información su­,542,recurso_narrativo,Recurso,propia,recurso bajo examen se presentó en el marco de una información su­
